357,'2019-12-14',54281721,769,78,210,33,250,0,17,0,190,NULL
358,'2019-12-14',54281727,384,78,210,33,250,0,14,1,254,NULL
359,'2019-12-14',54292702,1697,78,49,0,250,0,12,0,0,NULL
360,'2019-12-14',54292708,1697,78,97,1,250,0,17,0,0,NULL
361,'2019-12-14',54292713,1697,78,49,0,250,0,14,0,0,NULL
362,'2019-12-14',54292721,384,78,210,33,250,0,12,0,71,NULL
363,'2019-12-14',54292727,769,78,210,33,250,0,17,0,190,NULL
364,'2019-12-14',54292733,384,78,210,33,250,0,14,1,254,NULL
365,'2019-12-14',54303706,1697,0,49,0,250,0,12,0,0,NULL
366,'2019-12-14',54303711,1697,94,97,1,250,0,17,0,0,NULL
367,'2019-12-14',54303717,384,30,210,33,250,0,12,0,72,NULL
368,'2019-12-14',54303722,1697,30,49,0,250,0,14,0,0,NULL
369,'2019-12-14',54303732,769,30,210,33,250,0,17,0,190,NULL
370,'2019-12-14',54303737,384,30,210,33,250,0,14,1,255,NULL
371,'2019-12-14',54313708,1697,30,49,0,250,0,12,0,0,NULL
372,'2019-12-14',54313713,1697,30,97,1,250,0,17,0,0,NULL
373,'2019-12-14',54313720,1697,30,49,0,250,0,14,0,0,NULL
374,'2019-12-14',54313728,769,7,210,33,250,0,17,0,190,NULL
375,'2019-12-14',54313733,384,30,210,33,250,0,14,1,255,NULL
376,'2019-12-14',54313739,384,30,210,33,250,0,12,0,72,NULL
377,'2019-12-14',54318405,384,30,208,60,250,1,38,5,0,NULL
378,'2019-12-14',54324707,1697,30,49,0,250,0,12,0,0,NULL
379,'2019-12-14',54324714,1697,30,97,1,250,0,17,0,0,NULL
380,'2019-12-14',54324719,1697,30,49,0,250,0,14,0,0,NULL
381,'2019-12-14',54324729,384,30,210,33,250,0,12,0,71,NULL
382,'2019-12-14',54324737,769,30,210,33,250,0,17,0,190,NULL
383,'2019-12-14',54324740,384,30,210,33,250,0,14,1,255,NULL
